CAS,LogP,smiles_string
004248-18-4,0.34,C1=CC2=NN(C(C)CC(=O)O)N=C2C=C1
004248-19-5,0.48,NC(=O)OC(C)(C)C
004248-20-8,2.36,NC(=O)OCCCCCCC
004249-64-3,2.02,c1ccccc1C(O)CN(CC)CC
004261-14-7,1.70,c1ccccc1CN2c3ncnc(N)c3N=C2
004265-25-2,3.22,Cc2cc1ccccc1o2
004267-05-4,0.82,NS(=O)(=O)c1c(Cl)cc2NC(C(Cl)(Cl)Cl)NS(=O)(=O)c2c1
004275-43-8,3.35,c1ccccc1CC(Cc2ccccc2)N
004282-40-0,4.70,C(CCCCCC)I
004284-51-9,1.85,CS(=O)(=O)Nc1ccc(Cl)cc1
004286-23-1,2.90,Oc(ccc(C(=C)C)c1)c1
004290-62-4,4.34,c1ccc2ccccc2c1OCC(CNC(C)C)OC(=O)C
004291-63-8,0.02,Nc1nc(Cl)nc2n(cnc12)C3CC(O)C(CO)O3
004300-27-0,4.91,c1ccccc1C#CC#CC#CC
004304-12-5,-0.70,c1ccccc1COC2OC(CO)C(O)C(O)C2O
004314-66-3,0.31,n1cc(C(=O)NCC)ccc1
004316-93-2,2.29,O=N(=O)c(c(ncn1)Cl)c1Cl
004318-15-4,1.90,CCC1=CSSC1=O
004318-37-0,-0.40,CN1CCCNCC1
004335-90-4,1.59,O=C(C(C(=O)C)=Cc(cccc1)c1)C
004342-03-4,-0.24,CN(C)N=Nc1nc[nH]c1C(N)=O
004343-96-8,1.39,n1ccc(CCCCCO)cc1
004346-64-9,2.87,c1ccccc1[Se]C
004351-48-8,3.09,C1=CC(=O)C=C2CCC3C4CC(C)C(OC(=O)CC)(C(=O)C)C4(C)CC(O)C3(F)C12C
004351-59-1,3.09,O=C1C=C2CCC3C4CC(C)C(OC(=O)CC)(C(=O)C)C4(C)CC(=O)C3(F)C2(C)C=C1
004358-63-8,3.06,c1ccccc1S(=O)(=O)Oc2ccccc2
004360-12-7,1.81,c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1
004366-18-1,1.38,c1ccc2C(O)=C(C(COC)C3=C(O)c4ccccc4OC3=O)C(=O)Oc2c1
004368-68-7,1.27,c2ccccc2Cn1nncc1
004371-23-7,2.24,c1ccccc1c2ccc(S(=O)(=O)N)cc2
004376-18-5,1.13,OC(=O)c1c(C(=O)OC)cccc1
004383-07-7,0.97,c1c(O)c(CO)cc(C)c1
004388-79-8,2.98,O=C1NC(=S)NC(=O)C1(CC)CCC(C)C
004394-00-7,4.43,OC(=O)c1cccnc1Nc2cc(C(F)(F)F)ccc2
004406-41-1,1.95,c1ccccc1NC(=O)C(C)C
004412-35-5,4.67,c1ccccc1C2=C(C)C(=O)c3cccc(CC=C)c3O2
004412-91-3,0.30,OCc1ccoc1
004423-58-9,-0.03,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C
004425-23-4,2.00,c1cc2C(=O)N3CCCCCC3=Nc2cc1
004425-56-3,-0.93,N1C(=O)NC(=O)C(C(#N))=C1
004426-79-3,2.81,CCC(N=C=S)C
004426-90-8,-0.40,c1cc(S(=O)(=O)N)ccc1NS(=O)(=O)C
004439-24-1,0.75,O(CC(C)C)CCO
004450-00-4,1.62,N1C(=O)NC(=O)C=C1C(=O)OCCCCC
004450-01-5,1.76,N1C(=O)NC(=O)C=C=C1C(=O)OCCCCCC
004450-03-7,0.81,N1C(=O)NC(=O)C=C1C(=O)OC(C)C
004450-04-8,1.48,N1C(=O)NC(=O)C=C1C(=O)OCCC(C)C
004450-26-4,1.10,N1C(=O)NC(=O)C=C1C(=O)OCCC
004457-71-0,0.03,OCCC(CCO)C
004461-29-4,0.33,s1cccc1CC(=O)N
004465-61-6,3.07,c1cc(N)cc(O)c1C(=O)Oc2ccc(OC)cc2
004478-92-6,3.46,CC(N=C=S)c1ccccc1
004493-18-9,2.37,CCCCCC(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12
004498-32-2,2.50,c1cc2C(=O)N(CCN(C)C)c3ccccc3N(C)c2cc1
004513-94-4,1.13,N1C(C#N)=CC=C1
004514-53-8,2.33,Nc1nc(N)nc(n1)c2ccc(Cl)cc2
004514-54-9,2.33,n1c(N)nc(N)nc1c2cc(Cl)ccc2
004521-28-2,2.33,c1cc(OC)ccc1CCCC(=O)O
004525-75-1,2.18,CC(=O)Oc1ccccc1Cl
004531-54-8,-1.00,C1=NC(N(=O)=O)=C(N)N1C
004534-49-0,8.56,c1ccccc1C(CCCCC)CCCCCCC
004534-50-3,8.56,c1ccccc1C(CCCC)CCCCCCCC
004534-51-4,8.62,c1ccccc1C(CCC)CCCCCCCCC
004534-52-5,8.65,c1ccccc1C(CC)CCCCCCCCCC
004534-53-6,8.77,c1ccccc1C(C)CCCCCCCCCCC
004534-55-8,9.16,c1ccccc1C(CCCCC)CCCCCCCC
004534-56-9,9.16,c1ccccc1C(CCCC)CCCCCCCCC
004534-57-0,9.25,c1ccccc1C(CCC)CCCCCCCCCC
004534-58-1,9.29,c1ccccc1C(CC)CCCCCCCCCCC
004534-59-2,9.29,c1ccccc1C(C)CCCCCCCCCCCC
004536-86-1,7.59,c1ccccc1C(CCC)CCCCCCC
004536-87-2,7.53,c1ccccc1C(CC)CCCCCCCC
004536-88-3,7.63,c1ccccc1C(C)CCCCCCCCC
004537-11-5,6.90,c1ccccc1C(CCCC)CCCCC
004537-12-6,7.00,c1ccccc1C(CCC)CCCCCC
004537-13-7,7.06,c1ccccc1C(C)CCCCCCCC
004537-14-8,7.45,c1ccccc1C(CCCCC)CCCCC
004537-15-9,7.45,c1ccccc1C(CCCC)CCCCCC
004537-73-9,-0.34,n1c(C(=S)N)nccc1
004546-55-8,-0.10,O1C(CO)C(O)C(O)C1N2c3ncnc(NC(=O)c4ccccc4)c3N=C2
004546-70-7,-0.52,O1C(CO)C(O)CC1N2c3nc(N)nc(N)c3N=C2
004546-72-9,0.22,O1C(CO)C(O)CC1N2c3ncnc(NC(=O)c4ccccc4)c3N=C2
004548-15-6,1.33,c1cc(F)ccc1C2=NC=C(N(=O)=O)N2CCO
004549-44-4,1.63,CCCCN(N=O)CC
004551-72-8,0.09,N1C=CC=C1C(=O)N
004551-76-2,0.68,NC(=O)c1cc(N(=O)(=O))c(C)c(N(=O)(=O))c1
004559-87-9,0.42,NC(=O)N(C)c1ccccc1
004562-27-0,-1.38,C1=CC(=O)N=CN1
004562-36-1,1.67,CC1OC(CC(O)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CCC7(C)C(C(O)CC67O)C8=CC(=O)OC8)C4
004563-33-1,0.13,O=S(=O)(N)Cc(cccc1)c1
004564-87-8,3.04,O=C3CC(C(C(C(CC=O)CC(C(=O)C=CC2C(CC(O3)C)O2)C)OC4C(C(C(C(O4)C)OC1CC(C(C(O1)C)OC(=O)CC(C)C)(O)C)N(C)C)O)OC)OC(=O)C
004568-93-8,2.67,O=C(OCCCCC)c(cc(O)c(O)c1O)c1
004570-41-6,1.53,c1ccc2nc(N)oc2c1
004570-45-0,-0.18,o1c(N)ncc1
004574-37-2,0.78,NC(=O)c1nc[nH]c1N=NN(CC)CC
004593-90-2,2.18,OC(=O)C(c1ccccc1)CC
004595-59-9,0.72,n(cc(Br)cn1)c1
004595-60-2,0.50,n(cccn1)c1Br
004597-87-9,1.12,n1ccccc1NC
004598-39-4,1.01,C1(=O)NC(C(=O)OCC(C)C)=CC(=O)N1
004608-25-7,0.12,NNC(=O)c1ccnc(CC)c1
004609-10-3,1.63,c1cc(OC)ccc1C(=O)CCCC(=O)O
004620-70-6,0.41,OCCNC(C)(C)C
004621-36-7,7.00,c1ccccc1C(CC)CCCCCCC
004621-66-3,0.67,n(cccc1C(N)=S)c1
004637-56-3,0.00,ONc1ccn(=O)c2ccccc12
004637-59-6,1.08,c1ccc2c(Cl)ccn(=O)c2c1
004638-48-6,4.05,Oc1ccc(Cl)cc1C(=O)Nc2ccccc2
004646-55-3,4.31,CN(C)CCC(c1ccccc1)c2ccccc2
004653-73-0,2.66,c1cc(CCCC)ccc1N2C(C)(C)N=C(N)N=C2N
004655-34-9,2.25,O=C(OC(C)C)C(=C)C
004658-28-0,3.00,CSc1nc(NC(C)C)nc(N=N#N)n1
004671-97-0,2.71,c1ccccc1NC(=O)CN2CCCCC2
004678-45-9,0.27,OC1C(C)(C)C2(O)C(O)CC3(C4)C(O)C(C4(C)O)CCC3C(C)(O)C2C1
004684-94-0,1.50,OC(=O)c1cccc(Cl)n1
004685-14-7,-4.22,C[n+]1ccc(cc1)c2cc[n+](C)cc2
004697-36-3,1.13,CC3(C)SC2C(NC(=O)C(C(O)=O)c1ccccc1)C(=O)N2C3C(O)=O
004699-82-5,3.33,CC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
004710-17-2,1.67,CN(C)S(=O)(=O)Nc1ccccc1
004746-61-6,0.71,OCC(=O)Nc1ccccc1
004749-68-2,1.36,N1CCNC1=Nc2ccccc2Cl
004751-48-8,2.48,N1CCNC1=Nc2c(CC)cccc2CC
004756-30-3,0.26,c1cc(Cl)ccc1OC2OC(CO)C(O)C(O)C2O
004759-24-4,1.40,O=C(NC(C(=O)N1C(C(=O)O)C(S2)(C)C)C12)C(O)c(cccc3)c3
004764-17-4,1.64,c1c(CC(N)C)cc2OCOc2c1
004770-31-4,2.69,c1ccc2C(CC)(CC)OC(=O)c2c1
004774-14-5,1.53,n1c(Cl)cncc1Cl
004774-15-6,1.58,n1cc(OC)nc(OC)c1
004774-24-7,2.04,C1CNCCN1c2nc3ccccc3cc2
004780-24-9,2.76,c1ccccc1OC(C)(C)C(=O)NC2C(=O)N3C(C(=O)O)C(C)(C)SC23
004780-79-4,2.37,c1ccc2ccccc2c1CO
004783-68-0,2.39,n1ccccc1Oc2ccccc2
004793-56-0,2.67,CCOC(=O)c1cc(c(Cl)cc1NCc2ccco2)S(=O)(=O)N
004794-83-6,1.79,Cc1cc(C)ccc1N=C2NCCN2
004795-31-7,2.64,c1cc(Cl)ccc1OP(=O)(O)Oc2ccc(Cl)cc2
004796-68-3,3.03,c1ccccc1C(=O)OC2C3C=CC2C=C3
004799-59-1,3.28,O=P(OCC)(OCC)Oc1cc(C)c(SC)cc1
004812-20-8,2.09,O(c(c(O)ccc1)c1)C(C)C
004824-78-6,6.15,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl
004826-22-6,-0.18,c1cc2NC(CCC(=O)O)=NS(=O)(=O)c2cc1
004826-24-8,-0.15,c1cc2NC(CCCC(=O)O)=NS(=O)(=O)c2cc1
004831-62-3,1.25,c1ccc2c(N(=O)(=O))cc(C)n(=O)c2c1
004832-17-1,1.97,C1CCC2CCC(=O)CC2C1
004836-13-9,0.67,O1C(CO)C(O)CC1N2C(=O)N=C(NC(=O)c3ccccc3)C=C2
004837-88-1,2.68,COc1c(C)c(N(=O)(=O))ccc1
004838-65-7,2.60,O=C1CCCN1CCCCCC
004849-32-5,1.66,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
004849-46-1,0.51,CN(C)C(=O)Nc1cc(O)ccc1
004857-42-5,0.68,o1nc(C(=O)O)cc1C
004859-06-7,1.45,N1CCNC1=Nc2c(C)cccc2C
004871-13-0,0.89,C1=C(F)C(=O)NC(=O)N1Cc2ccccc2
004871-30-1,2.05,c1cc(N(=O)=O)cc(N(=O)=O)c1SCC(=O)OC
004883-72-1,1.40,O=NN(C1CCCCC1)O
004888-33-9,2.79,c1ccccc1C2c3ccccc3NC(=O)C2
004891-98-9,2.84,c1nc(N)nc(N)c1Cc2c(Br)cc(OCCC)c(OC)c2
004894-75-1,2.30,c1ccccc1C2CCC(=O)CC2
004897-25-0,1.06,Cn1cnc(N(=O)(=O))c1Cl
004897-31-8,0.69,Cn1cnc(Cl)c1N(=O)=O
004901-51-3,4.21,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
004904-61-4,5.50,C(=CCCC=CCCC=CC1)C1
004914-62-9,1.80,CC1(C)SC2C(NC(=O)c3c(CO)onc3c4ccccc4)C(=O)N2C1C(=O)O
004917-89-9,3.12,OC(=O)COc1ccc(C(C)CC)cc1
004919-33-9,1.95,O=C(O)Cc(ccc(OCC)c1)c1
004920-77-8,2.29,c1c(C)c(N(=O)=O)c(O)cc1
004925-19-3,3.18,N(CC)(CC)CCNC(=O)c1c(OC)c(Cl)cc(F)c1
004928-02-3,1.00,c1c(N)cc2C(c3ccccc3)=NCC(=O)Nc2c1
004930-03-4,3.30,c2ccccc2NC(=O)Oc1ccccc1
004932-53-0,1.44,c1ccccc1S(=O)(=O)NC(=O)NCCC
004940-11-8,0.63,O1C(CC)=C(O)C(=O)C=C1
004940-39-0,1.63,c1cc2OC(C(=O)O)=CC(=O)c2cc1
004941-45-1,2.44,O=C1CN=C(c3ccccc3)c2cc(N(=O)=O)cc(C)c2N1
004949-13-7,0.29,n1c(F)cncc1
004959-16-4,1.46,c1c(N)cc2C(c3ccccc3)=NCC(=O)N(C)c2c1
004964-76-5,2.37,COc1ccc2cccnc2c1
004965-26-8,2.92,c1c(N(=O)=O)cc2ccsc2c1
004965-30-4,2.27,c1ccc2C(=O)C=CC(=NO)c2c1
004965-36-0,2.92,Brc1ccc2cccnc2c1
004975-21-7,0.71,CC1=NON=C1C
004979-32-2,4.80,N(c(c(S1)ccc2)c2)=C1SN(C(CCCC3)C3)C(CCCC4)C4
004980-73-8,1.61,c1c(N(=O)(=O))cc2C(c3ccccc3N(=O)(=O))=NCC(=O)Nc2c1
004986-89-4,2.11,O=C(OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)C=C
004988-64-1,-0.60,OCC1OC(C(O)C1O)n2cnc3c(S)ncnc23
004994-21-2,0.65,Cn1c(C=NNC(N)=S)ncc1N(=O)=O
005001-33-2,-0.64,c1cc(O)c(OC)cc1C(O)CNC
005003-48-5,2.15,CC(=O)Oc1ccccc1C(=O)Oc2ccc(NC(=O)C)cc2
005004-45-5,2.48,N1C(=O)c2ccccc2C(c3ccccc3)=N1
005006-67-7,-0.47,OCCn1c(N(=O)(=O))ncc1
005006-90-6,4.48,c1c(Cl)c(Cl)ccc1NC(=O)NCC(C)C
005018-16-6,1.03,c1cc(N)ccc1S(=O)(=O)Nc2c(OC(C)C)c(OC)ncn2
005018-56-4,1.18,n1cnc(OCC)c(OC)c1NS(=O)(=O)c2ccc(N)cc2
005021-43-2,3.48,c1ccccc1c2cnc3ccccc3n2
005048-08-8,3.32,c1cc(Cl)ccc1C2=CCN(C)CC2
005049-61-6,-0.07,n1c(N)cncc1
005053-43-0,-0.05,n1c(C)nccc1
005054-57-9,1.28,CC(C)NCC(O)c1ccc(cc1)N(=O)=O
005075-92-3,-0.07,O=C1CCC(C)N1C
005089-70-3,3.13,ClCCC[Si](OCC)(OCC)OCC
005102-79-4,3.62,c1ccc2C(=O)C(C(=O)C(c3ccccc3)c4ccccc4)C(=NN)c2c1
005103-71-9,6.10,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
005103-73-1,6.08,ClC12C(Cl)(Cl)C(C(C(Cl)C3Cl)C2C3Cl)(Cl)C(Cl)=C1Cl
005103-74-2,6.22,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
005104-49-4,4.16,c1ccccc1c2c(F)cc(C(C)C(=O)O)cc2
005108-54-3,1.65,Clc1cc(Br)c2N=C(C)NS(=O)(=O)c2c1
005108-54-3,1.65,Clc1cc(Br)c2N=C(C)NS(=O)(=O)c2c1
005123-63-7,-1.60,CCN(CC)c1cccc(c1)S([O-])(=O)=O.[Na+]
005124-25-4,4.60,O=S(=O)(Nc(cccc1)c1)c(ccc(Nc(cccc2)c2)c3N(=O)(=O))c3
005131-24-8,3.48,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
005131-60-2,0.85,Nc(c(ccc1N)Cl)c1
005152-83-0,1.04,c1ccc2c(N)cnnc2c1
005162-44-7,2.53,BrCCC=C
005182-90-1,0.98,c1ccc2ncc(C(=O)N)nc2c1
005183-78-8,0.92,c1ccccc1S(=O)(=O)NC
005192-03-0,0.70,N1c2ccc(N)cc2C=C1
005194-50-3,2.80,CC=CC=CC
005194-51-4,3.01,CC=CC=CC
005202-89-1,3.30,COC(=O)c1c(N)ccc(Cl)c1
005213-49-0,0.20,N1C(N(=O)=O)=NC(N(=O)=O)=C1
005213-50-3,-0.17,N1(C)C(N(=O)=O)=NC(N(=O)=O)=C1
005214-29-9,0.93,n1c(N(C)C)cncc1
005215-26-9,2.62,c1ccccc1CC(=O)Nc2c(F)cccc2
005215-27-0,3.10,c1ccccc1CC(=O)Nc2cc(F)ccc2
005215-28-1,2.86,c1ccccc1CC(=O)Nc2ccc(F)cc2
005221-42-1,0.50,n1ccc(NC(=O)C)cc1
005231-96-9,0.61,n1ccccc1NC(=O)C
005234-26-4,1.50,CC(=O)c1ccccc1NC(=O)C
005234-68-4,2.14,CC1=C(SCCO1)C(=O)Nc2ccccc2
005240-72-2,1.99,OCC(C(CC1C2)C2)C1
005250-39-5,2.58,Cc1onc(c1C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O)c4c(F)cccc4Cl
005251-93-4,-0.27,OC(=O)CONC(=O)c1ccccc1
005259-86-9,-0.23,c1cc(N)ccc1C(=O)NCC(=O)OC
005259-88-1,0.77,c1ccccc1NC(=O)C2=C(C)OCCS2(=O)=O
005263-87-6,2.20,O(c(ccc(nccc1)c12)c2)C
005264-15-3,0.90,n1ccc(CCCCO)cc1
005270-94-0,0.96,n1cnc(OC)cc1OC
005284-99-1,-0.63,C1CCCCC1OC2OC(CO)C(O)C(O)C2O
005285-87-0,2.54,N#CSc1ccccc1
005291-77-0,1.25,O=C1CCCN1Cc2ccccc2
005292-53-5,3.13,c1ccccc1C=C(C(=O)OCC)C(=O)OCC
005296-64-0,3.51,c1ccccc1SCC=C
005297-05-2,1.20,O1C(C)C(OC2OC(C)C(O)C(O)C2)C(O)CC1OC3CC4CCC5C6(O)CCC(C7=CC(=O)OC7)C6(C)C(O)CC5C4(C)CC3
005297-10-9,1.36,CC1OC(CC(O)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8COC(=O)C8)C4
005305-00-0,0.54,c1ccccc1N2C(=O)CC(=O)O2
005307-14-2,0.53,N(=O)(=O)c(c(N)ccc1N)c1
005319-71-1,-0.45,c1ccc2C(=O)N(O)C=Nc2c1
005326-47-6,2.06,O=C(O)c(c(N)ccc1I)c1
005327-00-4,0.34,CCNC(=O)CBr
005329-14-6,0.10,NS(O)(=O)=O
005330-38-1,1.44,c1c(O)c(CO)cc(Cl)c1
005332-24-1,3.03,n(c(c(ccc1)cc2Br)c1)c2
005332-25-2,2.83,n(c(c(cc(c1)Br)cc2)c1)c2
005334-39-4,1.02,N1N=C(C)C(N(=O)(=O))=C1
005335-75-1,3.13,c1cnccc1CCCC
005339-26-4,2.90,BrCCc(ccc1N(=O)=O)cc1
005344-27-4,0.10,n(ccc(c1)CCO)c1
005344-49-0,1.56,OC(=O)c1c(Cl)cccc1N(=O)=O
005345-54-0,1.85,COc1ccc(N)cc1Cl
005346-38-3,1.24,n1ccccc1C(=S)N
005348-42-5,2.00,Nc1c(N)cc(Cl)c(Cl)c1
005348-75-4,2.83,OC(=O)COc1ccccc1c2ccccc2
005350-41-4,-2.38,C[N+](C)(C)(Cc1ccccc1).[Br-]
005350-57-2,2.79,N(N)=C(c(cccc1)c1)c(cccc2)c2
005351-17-7,-0.75,c1cc(N)ccc1C(=O)NN
005351-23-5,-0.33,c1cc(O)ccc1C(=O)NN
005352-63-6,1.09,C1C2CCC3C4(O)CCC(C5=CC(=O)OC5)C4(C)C(O)CC3C2(C)CCC1OC6CC(O)C(O)C(C)O6
005355-16-8,0.97,c1cc(OC)c(OC)cc1Cc2cnc(N)nc2N
005355-48-6,2.00,CC1OC(CC(O)C1OC3CC(O)C(OC2CC(O)C(OC(C)=O)C(C)O2)C(C)O3)OC8CCC4(C)C(CCC5C4CC(O)C6(C)C(CCC56O)C7=CC(=O)OC7)C8
005358-34-9,3.03,c1c(Cl)cc2C(c3ccccc3C)=NCC(=O)N(C)c2c1
005358-35-0,3.12,c1c(Cl)cc2C(c3ccccc3C)=NCC(=O)Nc2c1
005358-92-9,3.14,c1c(Cl)cc2C(c3cc(OC)ccc3)=NCC(=O)Nc2c1
005358-96-3,2.24,c1c(OC)cc2C(c3ccccc3)=NCC(=O)Nc2c1
005363-32-6,2.07,NC(=O)c1ccccc1NC(C)C
005363-33-7,2.33,NC(=O)c1ccccc1NCCCC
005378-52-9,1.09,c1nnnn1c2ccccc2
005380-42-7,1.83,S1C(C(=O)OC)=CC=C1
005382-47-8,0.35,c1c(C(=O)NN)cc2cccnc2c1
005398-11-8,2.64,c1ccc2C(c3ccccc3)OC(=O)c2c1
005401-94-5,2.03,O=N(=O)c(ccc(NN=C1)c12)c2
005405-53-8,3.35,c1cc2c3ccc(N(=O)=O)cc3Cc2cc1N(=O)=O
005406-33-7,2.59,CC(=O)OCc1ccc(Cl)cc1
005407-61-4,1.38,C1CCCN1CC(c2ccccc2)O
005409-83-6,5.44,Clc1ccc2c(c1)oc3c(Cl)cccc23
005415-44-1,-0.37,CN1C(=O)N(C)C(NC2=O)=C(N2C)C1=O
005415-68-9,2.86,CC(=O)Nc1c(Cl)c(C(F)(F)F)cc(F)c1
005416-18-2,2.14,c1ccc2C(=O)C(OC)=C(C)C(=O)c2c1
005417-50-5,1.92,c1ccc2cc(NC(=O)C)cnc2c1
005418-93-9,1.88,c1c(Cl)cc2nc(N)nc2c1
005419-96-5,1.64,O1C=CC=C1C=NNC(=S)N
005422-81-1,2.74,c1ccccc1C=CC(=O)N2CCCCC2
005424-05-5,1.50,c1ccc2ncc(N)nc2c1
005424-19-1,1.88,c1ccccc1C(=O)c2cnccc2
005428-54-6,2.47,O=N(=O)c(ccc(c1O)C)c1
005429-42-5,2.96,C1CCCCN1CC(=O)Nc2ccc(C)cc2
005432-28-0,1.43,CN(N=O)C1CCCCC1
005432-44-0,-1.97,C[N+](C)(C)(CCOCCC).[I-]
005432-53-1,2.66,c1cc(N(C)C)ccc1C=CC(=O)C
005435-82-5,0.90,Cc1ccn2C(=O)C(C(=O)OCC)=CN=c2c1
005438-19-7,3.09,OC(=O)c1ccc(OCCC)cc1
005446-77-5,1.17,c1cc(S(=O)(=O)N)ccc1C(=O)OCC
005446-92-4,1.55,n1c(OC)ccc(N(=O)=O)c1
005447-87-0,2.10,N#CC(C#N)=C(c(cccc1)c1)C
005448-36-2,3.00,c1c(C)cccc1C(=O)N(C(C)C)C(C)C
005448-43-1,2.10,c1c(Cl)cc2nccnc2c1
005450-54-4,-0.73,n1nc(C(=O)N)ccc1
005451-39-8,-0.65,n1ccccc1CC(=O)N
005451-83-2,1.61,CC(=O)Oc1cc(OC)ccc1
005455-59-4,0.34,NS(=O)(=O)c1ccccc1N(=O)(=O)
005457-28-3,2.32,c1ccc2c(C(#N))cnc2c1
005462-24-8,0.51,CCCNC(=O)c1ccc(S(=O)(=O)N)cc1
005465-00-9,1.00,c1ccccc1CC(=O)NCC
005466-77-3,6.10,O=C(OCC(CCCC)CC)C=Cc(ccc(OC)c1)c1
005467-78-7,0.69,N1(c2ccccc2)N=NN=C1N
005469-69-2,0.35,n1nc(Cl)ccc1N
005469-70-5,-0.22,n1c(N)nccc1
005470-34-8,1.03,C(=O)Nc1ccc(OC)cc1
005470-49-5,-0.12,Nc1ccc(S(=O)(=O)C)cc1
005470-96-2,2.14,c1ccc2ccc(C(=O))nc2c1
005472-13-9,3.06,OC(c(cccc1)c1)c(c(ccc2)C)c2
005493-24-3,1.15,c1cc2C(=O)N(COC(=O)C)C(=O)c2cc1
005500-21-0,0.68,N#CC(C1)C1
005510-99-6,4.36,CCC(C)c1cccc(C(C)CC)c1O
005511-98-8,1.97,CC1OC(CC(OC(=O)C)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8=CC(=O)OC8)C4
005519-23-3,6.29,c1cc(C(=O)O)ccc1OCCCCCCCCCC
005521-56-2,0.35,n1cc(N)nc(C)c1
005521-57-3,-0.25,c1nc(C)cnc1C(=O)N
005521-62-0,-0.13,n1cc(C(=O)N)nc(C)c1
005522-43-0,5.06,O=N(=O)c(c(c(c(c(c1)ccc2)c2cc3)c3c4)c1)c4
005527-84-4,3.40,C1Cc2cc3OC(C(=O)O)=CC(=O)c3cc2CC1
005532-46-7,1.03,n1cnc(OC)c(OCC)c1NS(=O)(=O)c2ccc(N)cc2
005532-90-1,2.80,CCCOC(=O)Nc1ccccc1
005536-17-4,-1.11,c1nc2N(C3C(O)C(O)C(CO)O3)C=Nc2c(N)n1
005541-67-3,2.37,c1cc(C)c2cccnc2c1O
005558-66-7,2.69,OC(=O)C(c1ccccc1)(c2ccccc2)C
005571-51-7,0.80,O=C1CN=C(c3ccccc3)c2cc(S(=O)C)ccc2N1
005571-62-0,2.94,c1c(C)c2NC(=O)CN=C(c3ccccc3)c2cc1C
005571-63-1,2.62,c1cc2NC(=O)CN=C(c3ccccc3)c2cc1C
005571-65-3,3.21,c1c(Cl)cc2C(c3ccccc3)=NCC(=O)N(CC)c2c1
005581-75-9,3.27,c1ccccc1CCCCCC(=O)O
005583-32-4,1.58,OC(C1CCCC[N+]1(H)H)c2ccccc2.[Cl-]
005585-14-8,3.64,c1ccccc1C2=N(=O)ON=C2c3ccccc3
005588-16-9,1.17,c12S(=O)(=O)NC(CSCC=C)Nc1cc(Cl)c(S(N)(=O)=O)c2
005593-20-4,4.07,C1=CC(=O)C=C2CCC3C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)CC(O)C3(F)C12C
005594-16-1,0.38,n1c(C)cncc1NC(=O)C
005598-13-0,4.31,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
005602-96-0,2.29,c1cc(C)ccc1NC(=O)OC
005621-02-3,1.07,n1c(N(C)C)nccc1
005632-47-3,0.18,O=NN1CCNCC1
005638-76-6,0.68,n(c(ccc1)CCNC)c1
005663-04-7,3.28,c1ccccc1NC(=O)N(c2ccccc2)c3ccccc3
005663-74-1,1.38,Oc1ccccc1C(=O)NC(=O)c2ccccc2
005666-21-7,1.33,C=CCNCCC
005673-07-4,2.87,COc1c(C)c(OC)ccc1
005681-57-2,0.32,CCCCNC(=O)NO
005683-33-0,1.65,n1ccccc1N(C)C
005692-23-9,0.58,c1ccccc1C(=O)NCCCCN
005707-44-8,5.08,CCc2ccc(cc2)c1ccccc1
005710-11-2,-0.76,CCNC(=O)NO
005710-12-3,-0.22,CCCNC(=O)NO
005715-02-6,1.33,CC(=O)Oc1ccccc1C(#N)
005722-68-9,3.65,Oc1cc(C(C)(C)C)c(N(=O)(=O))cc1
005725-96-2,-1.15,ON(C)C
005728-21-2,1.28,CC1=NSN=C1C
005735-37-5,0.69,c1ccc2nn(O)nc2c1
005739-82-2,2.68,c1ccccc1OC=CC(=O)OC
005741-22-0,1.69,c1cccc(OC)c1OCC(O)CNC(C)C
005751-80-4,2.32,S1C=C(C(=O)OCC)C=C1
005765-44-6,0.45,o(ncc1)c1C
005767-43-1,0.85,Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl
005785-06-8,0.40,c1ccc(OC)cc1C(=O)NN
005786-21-0,3.23,Clc1ccc2Nc3ccccc3C(N4CCN(C)CC4)=Nc2c1
005794-03-6,4.22,C(C(CC1C2)C2)(C1(C)C)=C
